Unnamed: 0,title,author,rating,voters,price,currency,description,publisher,page_count,generes,ISBN,language,published_date,user_id,user_name,user_gender
1070,The Art of Super Mario Odyssey,Nintendo,3.9,9,133.85,SAR,"Take a globetrotting journey all over the world--and beyond!--with this companion art book to the hit video game for the Nintendo Switch(TM) system!

In October of 2017, Super Mario Odyssey(TM) took the gaming world by storm. Now, discover the art and expertise that went into creating one of Nintendo's best-loved games!

 This full-color volume clocks in at over 350 pages and features concept art, preliminary sketches, and notes from the development team, plus insight into some early ideas that didn't make it into the game itself! Explore the world of Super Mario Odyssey from every angle, including screen shots, marketing material, and more, to fully appreciate this captivating adventure",Dark Horse Comics,368.0,none,9.78151E+12,English,5-Nov-19,1071,user_1071,Female
1071,We,Yevgeny Zamyatin,4.3,49,7.13,SAR,"Yevgeny Zamyatin's We is set in an urban glass city called OneState, regulated by spies and secret police. Citizens of the tyrannical OneState wear identical clothing and are distinguished only by the number assigned to them at birth. The story follows a man called D-503, who dangerously begins to veer from the 'norms' of society after meeting I-330, a woman who defies the rules. D-503 soon finds himself caught up in a secret plan to destroy OneState and liberate the city.

The failed utopia of We has been compared to the works of H.G. Wells, George Orwell, and Aldous Huxley. It was the first novel banned by the Soviets in 1921, and was finally published in its home country over a half-century later. 

We is a part of Momentum's Classic Science Fiction series.

""The best single work of science fiction yet written."" — Ursula K. Le Guin",Pan,226.0,none,9.78174E+12,English,15-Jan-13,1072,user_1072,Female
1072,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,SAR,"This carefully crafted ebook: ""The Art of War (The Classic Lionel Giles Translation)” is formatted for your eReader with a functional table of contents. The Art of War is an ancient Chinese military treatise that is attributed to Sun Tzu (also referred to as ""Sunzi"" and ""Sun Wu""), a high ranking military general, strategist and tactist. The Art of War has also been applied to business and managerial strategies. Composed of 13 chapters, each of which is devoted to one aspect of warfare. It is said to be the definitive work on military strategies and tactics of its time, and is still read for its military insight which can be applied to business and managerial strategies as well.",e-artnow,80.0,none,9.78807E+12,English,2-Jun-12,1073,user_1073,Other
1073,The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,SAR,"The timeless and practical advice in The Magic of Thinking Big clearly demonstrates how you can: Sell moreManage betterLead fearlesslyEarn moreEnjoy a happier, more fulfilling life With applicable and easy-to-implement insights, you’ll discover:Why believing you can succeed is essentialHow to quit making excusesThe means to overcoming fear and finding confidenceHow to develop and use creative thinking and dreamingWhy making (and getting) the most of your attitudes is criticalHow to think right towards othersThe best ways to make “action” a habitHow to find victory in defeatGoals for growth, andHow to think like a leader 
""Believe Big,” says Schwartz. “The size of your success is determined by the size of your belief. Think little goals and expect little achievements. Think big goals and win big success. Remember this, too! Big ideas and big plans are often easier -- certainly no more difficult - than small ideas and small plans.""",Penguin,256.0,none,9.7807E+12,English,2-Dec-14,1074,user_1074,Male
1074,The Man in the High Castle,Philip K. Dick,4.0,624,55.17,SAR,"Now an Amazon Original series
  
Winner of the Hugo Award

“The single most resonant and carefully imagined book of Dick’s career.” —New York Times
  
 It’s America in 1962. Slavery is legal once again. The few Jews who still survive hide under assumed names. In San Francisco, the I Ching is as common as the Yellow Pages. All because some twenty years earlier the United States lost a war—and is now occupied by Nazi Germany and Japan.
  
 This harrowing, Hugo Award–winning novel is the work that established Philip K. Dick as an innovator in science fiction while breaking the barrier between science fiction and the serious novel of ideas. In it Dick offers a haunting vision of history as a nightmare from which it may just be possible to wake.",Houghton Mifflin Harcourt,272.0,none,9.78055E+12,English,24-Jan-12,1075,user_1075,Female
1075,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,SAR,"The intergalactic adventures of Arthur Dent begin in the first volume of the 'trilogy of five', Douglas Adams' comedy sci-fi classic The Hitchhiker's Guide to the Galaxy. This edition, with a metallic sheen cover, includes exclusive bonus material from the Douglas Adams archives, and an introduction by former Doctor Who showrunner, Russell T Davies.On 12 October 1979 the most remarkable book ever to come out of the great publishing corporations of Ursa Minor (and Earth) was made available to humanity - The Hitchhiker's Guide to the Galaxy.

It's an ordinary Thursday lunchtime for Arthur Dent until his house gets demolished. The Earth follows shortly afterwards to make way for a new hyperspace express route, and his best friend has just announced that he's an alien. At this moment, they're hurtling through space with nothing but their towels and an innocuous-looking book inscribed, in large friendly letters, with the words: DON'T PANIC. The weekend has only just begun . . .Follow Arthur Dent's galactic (mis)adventures in the rest of the trilogy with five parts: The Restaurant at the End of the Universe, Life, the Universe and Everything, So Long, and Thanks for All the Fish, and Mostly Harmless.",Pan Macmillan,245.0,"Young Adult Fiction , Science Fiction , Alien Contact",9.78033E+12,English,1-Sep-09,1076,user_1076,Male
1076,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,SAR,"The stunning debut fantasy novel from author Peter V. Brett.   The Painted Man, book one of the Demon Cycle, is a captivating and thrilling fantasy adventure, pulling the reader into a world of demons, darkness and heroes.  AS DARKNESS FALLS, THE DEMONS RISE For hundreds of years these creatures have terrorized the night, slowly culling the human population. It was not always this way. Men and women did not always cower behind protective magical wards and hope to see the dawn. Once, they battled the demons on equal terms, but those days, and skills, are gone. Arlen Bales lives with his parents on their isolated farmstead until a demon attack shatters their world. He learns a savage lesson that day: that people, as well as magic, can let you down. Rejecting the fear that kills as efficiently as the creatures, Arlen risks another path in order to offer humanity a last, fleeting chance of survival.",HarperCollins UK,544.0,"Fiction , War &amp, Military",9.78001E+12,English,8-Jan-09,1077,user_1077,Other
1077,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,352,3.9,SAR,"Secrets of the Millionaire Mind reveals the missing link between wanting success and achieving it!Have you ever wondered why some people seem to get rich easily, while others are destined for a life of financial struggle? Is the difference found in their education, intelligence, skills, timing, work habits, contacts, luck, or their choice of jobs, businesses, or investments?The shocking answer is: None of the above!In his groundbreaking Secrets of the Millionaire Mind, T. Harv Eker states: ""Give me five minutes, and I can predict your financial future for the rest of your life!"" Eker does this by identifying your ""money and success blueprint."" We all have a personal money blueprint ingrained in our subconscious minds, and it is this blueprint, more than anything, that will determine our financial lives. You can know everything about marketing, sales, negotiations, stocks, real estate, and the world of finance, but if your money blueprint is not set for a high level of success, you will never have a lot of money—and if somehow you do, you will most likely lose it! The good news is that now you can actually reset your money blueprint to create natural and automatic success.Secrets of the Millionaire Mind is two books in one. Part I explains how your money blueprint works. Through Eker's rare combination of street smarts, humor, and heart, you will learn how your childhood influences have shaped your financial destiny. You will also learn how to identify your own money blueprint and ""revise"" it to not only create success but, more important, to keep and continually grow it.In Part II you will be introduced to seventeen ""Wealth Files,"" which describe exactly how rich people think and act differently than most poor and middle-class people. Each Wealth File includes action steps for you to practice in the real world in order to dramatically increase your income and accumulate wealth.If you are not doing as well financially as you would like, you will have to change your money blueprint. Unfortunately your current money blueprint will tend to stay with you for the rest of your life, unless you identify and revise it, and that's exactly what you will do with the help of this extraordinary book. According to T. Harv Eker, it's simple. If you think like rich people think and do what rich people do, chances are you'll get rich too!",Harper Collins,224.0,none,9.78006E+12,English,13-Oct-09,1078,user_1078,Female
1078,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4.0,69,59.03,SAR,"In these stories originally available only online and tying into the bestselling videogame BATMAN: ARKHAM CITY, Dr. Hugo Strange has gained control of Arkham Asylum and is determined to keep the city's criminal element behind bars. But with Catwoman and Two-Face still on the loose, Strange will go to any lengths to capture them - even if it means battling Batman along the way.",DC,160.0,"Comics &amp, Graphic Novels , Superheroes",9.7814E+12,English,13-Aug-13,1079,user_1079,Other
1079,Rework,Jason Fried,4.1,"3,650",71.63,SAR,"Rework shows you a better, faster, easier way to succeed in business. 

Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.

Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses. 

 What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.

With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",Currency,288.0,"Business &amp, Economics , Motivational",9.78031E+12,English,9-Mar-10,1080,user_1080,Female
1080,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,408,24.94,SAR,"From the publisher that brought you Game of Thrones... Prince of Thorns is the first volume in a powerful epic fantasy trilogy, original, absorbing and challenging. Before the thorns taught me their sharp lessons and bled weakness from me I had but one brother, and I loved him well. But those days are gone and what is left of them lies in my mother's tomb. Now I have many brothers, quick with knife and sword, and as evil as you please. We ride this broken empire and loot its corpse. They say these are violent times, the end of days when the dead roam and monsters haunt the night. All that's true enough, but there's something worse out there, in the dark. Much worse. From being a privileged royal child, raised by a loving mother, Jorg Ancrath has become the Prince of Thorns, a charming, immoral boy leading a grim band of outlaws in a series of raids and atrocities. The world is in chaos: violence is rife, nightmares everywhere. Jorg has the ability to master the living and the dead, but there is still one thing that puts a chill in him. Returning to his father's castle Jorg must confront horrors from his childhood and carve himself a future with all hands turned against him. Mark Lawrence's debut novel tells a tale of blood and treachery, magic and brotherhood and paints a compelling and brutal, and sometimes beautiful, picture of an exceptional boy on his journey toward manhood and the throne.",HarperCollins UK,416.0,"Fiction , Fantasy , General",9.78001E+12,English,4-Aug-11,1081,user_1081,Male
1081,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,SAR,"Improve your life fearlessly with this essential guide to kaizen—the art of making great and lasting change through small, steady steps.

 Written by psychologist and kaizen expert Dr. Robert Maurer, One Small Step Can Change Your Life is the simple but potent guide to easing into new habits—and turning your life around. Learn how to overcome fear and procrastination with his 7 Small Steps—including how to Think Small Thoughts, Take Small Actions, and Solve Small Problems—to steadily build your confidence and make insurmountable-seeming goals suddenly feel doable.

 The science is irrefutable: Small steps circumvent our brains’ built-in resistance to new behaviors. Throughout this book, Dr. Maurer also shows how to visualize virtual change so that real change can come more easily. Why small rewards lead to big returns. And how great discoveries are made by paying attention to the little details most of us overlook. His simple regiment is your path to continuous improvement for anything from losing weight to quitting smoking, paying off debt, or conquering shyness and meeting new people. Rooted in the two-thousand-year-old wisdom of the Tao Te Ching—“The journey of a thousand miles begins with a single step”—here is the way to change your life without fear, without failure, and start on a new path of easy, continuous improvement.",Workman Publishing,228.0,none,9.78076E+12,English,22-Apr-14,1082,user_1082,Female
1082,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,4.5,4,98.42,SAR,"The Sunday Times bestseller from international bestseller John Grisham.'Grisham at his passionate best' - Daily Mail

He was framed for murder.
 Now he needs a miracle. 
 
 22 years ago Quincy Miller was sentenced to life without parole. He was accused of killing Keith Russo, a lawyer in a small Florida town. But there were no reliable witnesses and little motive. Just the fact that Russo had botched Quincy's divorce case, that Quincy was black in a largely all-white town and that a blood-splattered torch was found in the boot of Quincy's car. A torch he swore was planted. A torch that was conveniently destroyed in a fire just before his trial. The lack of evidence made no difference to judge or jury. In the eyes of the law Quincy was guilty and, no matter how often he protested his innocence, his punishment was life in prison. Finally, after 22 years, comes Quincy's one and only chance of freedom. An innocence lawyer and minister, Cullen Post, takes on his case. Post has exonerated eight men in the last ten years. He intends to make Quincy the next. But there were powerful and ruthless people behind Russo's murder. They prefer that an innocent man dies in jail rather than one of them. There's one way to guarantee that. They killed one lawyer 22 years ago, and they'll kill another without a second thought.

Praise for John Grisham's THE GUARDIANS:...Grisham at his passionate best, conveying every ounce of his anger at the corruption behind the law. It is his finest book for some time. Do not miss it - Daily MailA canny and engrossing blend of two types of Grisham novel: enough of the familiar formula of a single lawsuit in a single town, mixed with a more picaresque and multistranded approach that has the significant advantage of taking in a wider swathe of America - The Sunday TimesDelivered with all his signature easy, flowing style. A past master at the art of deft characterisation and the skilful delivery of hair-raising crescendos, Grisham makes this a deceptively easy read. But The Guardians is much more than a simple legal divertissement... Grisham aims a spotlight at the all-too-prevalent venality of the American 'win at all costs' prosecutorial attitude... much of his inspiration is based on tragic fact - Irish IndependentThe master of the legal thriller turns to one of his real-life passions - freeing those wrongly convicted. Inspired by true stories, the skilful plot follows an ""innocence lawyer"", who goes up against dangerous foes as he dedicates himself to freeing a man behind bars for the murder of a lawyer - Sunday MirrorThis is typical Grisham: speedy, gripping, very good at conveying the complexities of the law in a digestible way - Sunday ExpressSpeedy and gripping - Daily MirrorNo one with any interest in justice could resist this story, which Grisham has structured with all his familiar skill. The good characters are sympathetic, the wicked are truly revolting and the rage is wholly understandable - Literary Review************

THE INNOCENT MAN by John Grisham is now a major six-part documentary series on Netflix************",Hachette UK,384.0,none,9.78147E+12,English,15-Oct-19,1083,user_1083,Other
1083,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,13,42.16,SAR,"In Find Me, Aciman shows us Elio's father, Samuel, on a trip from Florence to Rome to visit Elio, now a gifted classical pianist. A chance encounter on the train upends Sami's visit and changes his life forever.
Elio soon moves to Paris, where he, too, has a consequential affair, while Oliver, a New England college professor with a family, suddenly finds himself contemplating a return trip across the Atlantic.Aciman is a master of sensibility, of the intimate details and the nuances of emotion that are the substance of passion. Find Me brings us back inside the world of one of our greatest contemporary romances to show us that in fact true love never dies.",Faber & Faber,256.0,none,9.78057E+12,English,29-Oct-19,1084,user_1084,Female
1084,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,5,32.48,SAR,"Unleash your leadership potential. No matter who you are, you can lead—and lead well. That is the message New York Times bestselling author John C. Maxwell gives in this power-packed guidebook: Leadership 101. Here the consummate leader offers a succinct and inspiring framework for enhancing the leadership abilities you already possess. Learn how to:  Follow your vision and bring others with you Produce a lasting legacy Grow the loyalty of your followers Make continual investments in the quality of your leadership Increase your ability to influence others Determine your leadership ""lid"" Empower others through mentoring Create a foundation of trust Use self-discipline to improve your character—and your results One of the keys to successful leadership is applying the concepts that have made other leaders strong. Here's your opportunity to do just that.",HarperCollins Leadership,128.0,"Business &amp, Economics , Leadership",9.78142E+12,English,8-Sep-02,1085,user_1085,Other
1085,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4.0,"3,695",29.21,SAR,"Why do smart people make irrational decisions every day? The answers will surprise you. Predictably Irrational is an intriguing, witty and utterly original look at why we all make illogical decisions. Why can a 50p aspirin do what a 5p aspirin can't? If an item is ""free"" it must be a bargain, right? Why is everything relative, even when it shouldn't be? How do our expectations influence our actual opinions and decisions? In this astounding book, behavioural economist Dan Ariely cuts to the heart of our strange behaviour, demonstrating how irrationality often supplants rational thought and that the reason for this is embedded in the very structure of our minds. Predicatably Irrational brilliantly blends everyday experiences with a series of illuminating and often surprising experiments, that will change your understanding of human behaviour. And, by recognising these patterns, Ariely shows that we can make better decisions in business, in matters of collective welfare, and in our everyday lives from drinking coffee to losing weight, buying a car to choosing a romantic partner.",HarperCollins UK,304.0,"Psychology , General",9.78001E+12,English,6-Mar-09,1086,user_1086,Female
1086,Business Strategy (The Brian Tracy Success Library),Brian Tracy,4.5,4,38.33,SAR,"How will you determine if your company has succeeded if you can’t base its performance on a well-defined business strategy? A strategic plan, established at your venture’s birth, helps crystalize the future of the organization--mapping a clear path from where the company stands today to where you wish it to be.Renowned business author Brian Tracy has provided a simple path to creating the specific business strategy needed for your company’s success. Readers of Business Strategy will discover how to:• Ask the five key questions vital to any strategic plan• Determine a corporate mission that lifts and inspires people• Define themselves in relation to their competition• Anticipate crises• Reposition their business with new products, services, and technology• And moreIncorporating wide-ranging examples--from Alexander the Great to IBM to General Electric--this concise, practical guide gives readers proven ideas for increasing their company’s bottom line and maximizing their strengths and opportunities. The path to success starts at the beginning!",AMACOM,112.0,"Business &amp, Economics , Motivational",9.78081E+12,English,29-Apr-15,1087,user_1087,Other
1087,Shattered Bonds,Faith Hunter,4.8,13,31.46,SAR,"Jane Yellowrock must dig deep and find strength within herself if she is to survive in the latest novel in this New York Times bestselling series.

Jane Yellowrock is vampire-killer-for-hire, but her last battle with an ancient arcane enemy has brought her low. She seeks retreat in the Appalachian Mountains to grieve the loss of her friends, and to heal—or to die—from the disease brought on by her magic. 

 But malevolent elements in the paranormal community still seek to destroy Jane, and a terrifying foe stalks her, even into the safety of the hills. With nowhere to run and her body failing, the rogue-vampire hunter and her inner Beast must discover a way to defeat this new threat, and find a form that gives her a chance to fight another day.",Penguin,400.0,none,9.7804E+12,English,29-Oct-19,1088,user_1088,Male
1088,Shantaram,Gregory David Roberts,4.5,499,55.1,SAR,"'A literary masterpiece . . . at once erudite and intimate, reflective and funny . . . it has the grit and pace of a thriller' Daily Telegraph

A novel of high adventure, great storytelling and moral purpose, based on an extraordinary true story of eight years in the Bombay underworld.

'In the early 80s, Gregory David Roberts, an armed robber and heroin addict, escaped from an Australian prison to India, where he lived in a Bombay slum. There, he established a free health clinic and also joined the mafia, working as a money launderer, forger and street soldier. He found time to learn Hindi and Marathi, fall in love, and spend time being worked over in an Indian jail. Then, in case anyone thought he was slacking, he acted in Bollywood and fought with the Mujahedeen in Afghanistan . . . Amazingly, Roberts wrote Shantaram three times after prison guards trashed the first two versions. It's a profound tribute to his willpower . . . At once a high-kicking, eye-gouging adventure, a love saga and a savage yet tenderly lyrical fugitive vision.' Time Out",Hachette UK,944.0,"Fiction , Mystery &amp, Detective , International Mystery &amp, Crime",9.78141E+12,English,28-Jun-12,1089,user_1089,Female
1089,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,61,98.42,SAR,"The Joker is dead. Arkham City is no more. But as Batman has learned, evil is endless. And his new enemy, the mysterious, murderous Arkham Knight, is here to see the Dark Knight fall forever. And he is not alone. The crazed criminal called the Calendar Man is out to make each day BatmanÕs last. The brutal killer known as Bane wants to prove himself a more powerful warrior than any Knight. And in the shadows lurks the Scarecrow, whose sinister plans for Gotham City and its guardians are the most frightening of all. Defeating the Arkham Knight and his army will take every ounce of BatmanÕs skills and strength. Because under his rivalÕs helmet is a familiar face, one that should strike terror even into the heart of the Dark Knight himselfÉ Writers Peter J. Tomasi (BATMAN AND ROBIN) and Tim Seeley (GRAYSON) and an arsenal of top artists including Viktor Bogdanovic (REALITY CHECK), Ig Guara (BLUE BEETLE), Julio Ferreira (TEEN TITANS) and Richard Friend (BATMAN: THE DARK KNIGHT) proudly present BATMAN: ARKHAM KNIGHT VOL. 3, the shocking finale of the official prequel to Rocksteady StudiosÕ smash-hit Arkham trilogy! Collects BATMAN: ARKHAM KNIGHT #9-12, BATMAN: ARKHAM KNIGHT ANNUAL #1, BATMAN: ARKHAM KNIGHT ROBIN #1 and BATMAN: ARKHAM KNIGHT: BATGIRL & HARLEY QUINN #1.",DC,200.0,"Comics &amp, Graphic Novels , Superheroes",9.7814E+12,English,12-Jul-16,1090,user_1090,Male
1090,Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,221,36.79,SAR,"From #1 New York Times bestselling author Brandon Sanderson, a special gift edition of Edgedancer, a short novel of the Stormlight Archive (previously published in Arcanum Unbounded).Three years ago, Lift asked a goddess to stop her from growing older--a wish she believed was granted. Now, in Edgedancer, the barely teenage nascent Knight Radiant finds that time stands still for no one. Although the young Azish emperor granted her safe haven from an executioner she knows only as Darkness, court life is suffocating the free-spirited Lift, who can't help heading to Yeddaw when she hears the relentless Darkness is there hunting people like her with budding powers. The downtrodden in Yeddaw have no champion, and Lift knows she must seize this awesome responsibility.
Other Tor books by Brandon Sanderson The Cosmere
 
 The Stormlight Archive
 The Way of Kings
 Words of Radiance
 Edgedancer (Novella)
 Oathbringer
 
 The Mistborn trilogy
 Mistborn: The Final Empire
 The Well of Ascension
 The Hero of Ages
 
 Mistborn: The Wax and Wayne series
 Alloy of Law
 Shadows of Self
 Bands of Mourning Collection
 Arcanum Unbounded Other Cosmere novels
 Elantris
 Warbreaker The Alcatraz vs. the Evil Librarians series
 Alcatraz vs. the Evil Librarians
 The Scrivener's Bones
 The Knights of Crystallia
 The Shattered Lens
 The Dark Talent The Rithmatist series
 The Rithmatist Other books by Brandon Sanderson

 The Reckoners
 Steelheart
 Firefight
 CalamityAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Tor Books,226.0,"Fiction , Fantasy , Action &amp, Adventure",9.78125E+12,English,17-Oct-17,1091,user_1091,Female
1091,The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,97,7.84,SAR,"The Law of Success was a precursor to Napoleon Hill's Think and Grow Rich. Hill was well known for researching what made millionaires different from the common man. The sixteen lessons in this book perfectly crystallize everything you will need to know to succeed during these hard economic times. Many of today's best known self help books take there core concepts form this book. The Secret, the Power of Positive Thinking, the Millionaire next door, and The Law of Attraction all take their basic premises from this landmark work. Now you can get it from the source. Once you've read this book you will understand what gives certain people an edge over everyone else. By following the advice laid out clearly herein you'll be the one with an edge. It's time to stop wondering what it's like to be rich and start knowing. This book has changed countless lives and it can change yours! Unlike many of the other editions on the market today, this edition is complete and unabridged! Wilder Publications is a green publisher. All of our books are printed to order. This reduces waste and helps us keep prices low while greatly reducing our impact on the environment.",Simon and Schuster,547.0,"Self-Help , Personal Growth , Success",9.78163E+12,English,20-May-13,1092,user_1092,Female
1092,Shantaram,Gregory David Roberts,4.5,499,55.1,SAR,"'A literary masterpiece . . . at once erudite and intimate, reflective and funny . . . it has the grit and pace of a thriller' Daily Telegraph

A novel of high adventure, great storytelling and moral purpose, based on an extraordinary true story of eight years in the Bombay underworld.

'In the early 80s, Gregory David Roberts, an armed robber and heroin addict, escaped from an Australian prison to India, where he lived in a Bombay slum. There, he established a free health clinic and also joined the mafia, working as a money launderer, forger and street soldier. He found time to learn Hindi and Marathi, fall in love, and spend time being worked over in an Indian jail. Then, in case anyone thought he was slacking, he acted in Bollywood and fought with the Mujahedeen in Afghanistan . . . Amazingly, Roberts wrote Shantaram three times after prison guards trashed the first two versions. It's a profound tribute to his willpower . . . At once a high-kicking, eye-gouging adventure, a love saga and a savage yet tenderly lyrical fugitive vision.' Time Out",Hachette UK,944.0,"Fiction , Literary",9.78141E+12,English,28-Jun-12,1093,user_1093,Male
1093,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,66,23.59,SAR,"Discover the Life-Changing Strategy of This Worldwide Bestseller in 17 Languages!
UPDATED: Includes the best habit tracking apps of 2017.Lasting Change For Early Quitters, Burnouts, The Unmotivated, And Everyone Else Too 

When I decided to start exercising consistently 10 years ago, this is what actually happened: I tried ""getting motivated."" It worked sometimes.I tried setting audacious big goals. I almost always failed them.I tried to make changes last. They didn't.Like most people who try to change and fail, I assumed that I was the problem.

Then one afternoon--after another failed attempt to get motivated to exercise--I (accidentally) started my first mini habit. I initially committed to do one push-up, and it turned into a full workout. I was shocked. This ""stupid idea"" wasn't supposed to work. I was shocked again when my success with this strategy continued for months (and to this day).

I had to consider that maybe I wasn't the problem in those 10 years of mediocre results. Maybe it was my prior strategies that were ineffective, despite being oft-repeated as ""the way to change"" in countless books and blogs.

My suspicions were correct.

Is There A Scientific Explanation For This?
As I sought understanding, I found a plethora of scientific studies that had answers, with nobody to interpret them correctly. Based on the science--which you'll find peppered throughout Mini Habits--we've been doing it all wrong.

You can succeed without the guilt, intimidation, and repeated failure associated with such strategies as ""getting motivated,"" New Year's Resolutions, or even ""just doing it."" In fact, you need to stop using those strategies if they aren't giving you great results.

Most popular strategies don't work well because they require you to fight against your subconscious brain (a fight not easily won). It's only when you start playing by your brain's rules and taking your human limitations seriously--as mini habits show you how to do--that you can achieve lasting change.

What's A Mini Habit?
A mini habit is a very small positive behavior that you force yourself to do every day; its ""too small to fail"" nature makes it weightless, deceptively powerful, and a superior habit-building strategy. You will have no choice but to believe in yourself when you're always moving forward.

The barrier to the first step is so low that even depressed or ""stuck"" people can find early success and begin to reverse their lives right away. And if you think one push-up a day is too small to matter, I've got one heck of a story for you!

Aim For The First Step
They say when you aim for the moon, you'll land among the stars. Well, that doesn't make sense, as the moon is closer than the stars. I digress. 

The message is that you should aim very high and even if you fall short, you'll still get somewhere. I've found the opposite to be true in regards to productivity and healthy behaviors. When you aim for the moon, you won't do anything because it's too far away. But when you aim for the step in front of you, you might keep going and reach the moon.

I've used the Mini Habits strategy to get into the best shape of my life, read 10x more books, and write 4x as many words. It started from requiring one push-up from myself every day. How ridiculous is that? Not so ridiculous when you consider the science of the brain, habits, and willpower.

The Mini Habits system works because it's how our brains are designed to change.

Note: This book isn't for eliminating bad habits (some principles could be useful for breaking habits). Mini Habits is a strategy to create permanent healthy habits in: exercise, writing, reading, thinking positively, meditating, drinking water, eating healthy foods, etc.

Lasting change won't happen until you take that first step into a strategy that works. Give Mini Habits a try. You won't look back.",Selective Entertainment LLC,126.0,"Business &amp, Economics , Motivational",9.781E+12,English,22-Dec-13,1094,user_1094,Other
1094,Rework,Jason Fried,4.1,"3,650",71.63,SAR,"Rework shows you a better, faster, easier way to succeed in business. 

Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.

Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses. 

 What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.

With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",Currency,288.0,none,9.78031E+12,English,9-Mar-10,1095,user_1095,Male
1095,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,SAR,"The intergalactic adventures of Arthur Dent begin in the first volume of the 'trilogy of five', Douglas Adams' comedy sci-fi classic The Hitchhiker's Guide to the Galaxy. This edition, with a metallic sheen cover, includes exclusive bonus material from the Douglas Adams archives, and an introduction by former Doctor Who showrunner, Russell T Davies.On 12 October 1979 the most remarkable book ever to come out of the great publishing corporations of Ursa Minor (and Earth) was made available to humanity - The Hitchhiker's Guide to the Galaxy.

It's an ordinary Thursday lunchtime for Arthur Dent until his house gets demolished. The Earth follows shortly afterwards to make way for a new hyperspace express route, and his best friend has just announced that he's an alien. At this moment, they're hurtling through space with nothing but their towels and an innocuous-looking book inscribed, in large friendly letters, with the words: DON'T PANIC. The weekend has only just begun . . .Follow Arthur Dent's galactic (mis)adventures in the rest of the trilogy with five parts: The Restaurant at the End of the Universe, Life, the Universe and Everything, So Long, and Thanks for All the Fish, and Mostly Harmless.",Pan Macmillan,245.0,"Juvenile Fiction , Science Fiction",9.78033E+12,English,1-Sep-09,1096,user_1096,Male
1096,The Jump,Doug Johnstone,4.1,92,32.78,SAR,"Struggling to come to terms with the suicide of her teenage son, Ellie lives in the shadows of the Forth Road Bridge, lingering on its footpaths and swimming in the waters below. One day she talks down another suicidal teenager, Sam, and sees for herself a shot at redemption, the chance to atone for her son's death. But even with the best intentions, she can't foresee the situation she's falling headlong into - a troubled family, with some very dark secrets of their own. From #1 bestselling author of Gone Again, The Jump is a hugely moving contemporary thriller, and a stunning portrait of an unlikely heroine.",Faber & Faber,304.0,"Fiction , Crime",9.78057E+12,English,4-Aug-15,1097,user_1097,Female
